,id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,sentiment_score
45,922425,2012-01-14,within an hour,100%,100%,f,The Liberties,2,3,"['email', 'phone']",t,t,"Dublin, County Dublin, Ireland",Dublin City,53.34202,-6.27351,Entire townhouse,Entire home/apt,4,1 bath,2.0,2.0,"[""Oven"", ""Hot water kettle"", ""Dining table"", ""Hangers"", ""Indoor fireplace"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Host greets you"", ""Microwave"", ""Heating"", ""Dishes and silverware"", ""Hot water"", ""Free parking on premises"", ""Shower gel"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Free street parking"", ""Shampoo"", ""42\"" HDTV"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Bed linens"", ""Wifi"", ""Private patio or balcony"", ""Smoke alarm"", ""Stove"", ""Wine glasses"", ""Extra pillows and blankets""]",$204.00,7,14,7,7,14,14,7.0,14.0,t,0,0,0,68,2022-09-12,131,5,0,2013-04-10,2022-07-09,4.78,4.87,4.57,4.86,4.92,4.86,4.72,f,1,1,0,0,0.4373316710172502
47,929816,2013-02-06,within a few hours,100%,100%,f,Docklands,2,2,"['email', 'phone', 'work_email']",t,t,"Dublin, Ireland",Dublin City,53.34434,-6.23888,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,"[""Oven"", ""Fire extinguisher"", ""Hangers"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Breakfast"", ""Microwave"", ""TV with standard cable"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Elevator"", ""Hot water"", ""Lock on bedroom door"", ""Hair dryer"", ""Single level home"", ""Iron"", ""Dishwasher"", ""Cable TV"", ""Shampoo"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Wifi"", ""Private patio or balcony"", ""Smoke alarm"", ""Room-darkening shades"", ""Waterfront"", ""Keypad"", ""Stove"", ""Paid parking off premises""]",$79.00,2,16,2,2,16,16,2.0,16.0,t,0,0,0,0,2022-09-12,161,0,0,2013-03-16,2020-02-17,4.96,4.96,4.99,4.99,4.98,4.81,4.87,f,2,1,1,0,0.42017774201518265
48,939866,2013-02-06,within a few hours,100%,100%,f,Docklands,2,2,"['email', 'phone', 'work_email']",t,t,"Dublin, Ireland",Dublin City,53.34408,-6.23923,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,"[""Oven"", ""Hot water kettle"", ""Fire extinguisher"", ""Outdoor furniture"", ""Dining table"", ""Hangers"", ""Board games"", ""Carbon monoxide alarm"", ""Kitchen"", ""Laundromat nearby"", ""Cooking basics"", ""Microwave"", ""TV with standard cable"", ""Clothing storage: closet"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""Dishes and silverware"", ""First aid kit"", ""Elevator"", ""Drying rack for clothing"", ""Cleaning products"", ""Baking sheet"", ""Hot water"", ""Shower gel"", ""Hair dryer"", ""Single level home"", ""Iron"", ""Dishwasher"", ""Freezer"", ""Bathtub"", ""Cable TV"", ""Shampoo"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Conditioner"", ""Bed linens"", ""Toaster"", ""Wifi"", ""Private patio or balcony"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Room-darkening shades"", ""Waterfront"", ""Keypad"", ""Stove"", ""Wine glasses"", ""Paid parking off premises"", ""Baby bath"", ""Extra pillows and blankets""]",$334.00,2,14,2,2,4,14,2.0,14.0,t,4,4,4,4,2022-09-11,156,0,0,2013-03-11,2020-09-18,4.93,4.93,4.95,4.92,4.94,4.85,4.77,f,2,1,1,0,0.39657469206738094
54,1073487,2013-04-13,within an hour,100%,84%,f,Dundrum,1,1,"['email', 'phone', 'work_email']",t,t,"Clonskeagh, Dublin, Ireland",Dn Laoghaire-Rathdown,53.30443,-6.24083,Private room in home,Private room,1,1 shared bath,1.0,1.0,"[""Fire extinguisher"", ""Dryer"", ""Hangers"", ""Indoor fireplace"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Breakfast"", ""Pour-over coffee"", ""Private fenced garden or backyard"", ""TV with standard cable"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Barbecue utensils"", ""Dedicated workspace"", ""Baking sheet"", ""Hot water"", ""Shower gel"", ""Zanussi refrigerator"", ""Free parking on premises \u2013 1 space"", ""Lock on bedroom door"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Freezer"", ""Free street parking"", ""Cable TV"", ""Luggage dropoff allowed"", ""Record player"", ""Essentials"", ""Coffee maker"", ""BBQ grill"", ""Lidl conditioner"", ""Lidl shampoo"", ""Wifi"", ""Private patio or balcony"", ""Smoke alarm"", ""Piano"", ""SMEG stainless steel oven"", ""Extra pillows and blankets""]",$85.00,3,20,3,3,20,20,3.0,20.0,t,21,51,81,345,2022-09-12,72,19,4,2013-05-23,2022-09-03,4.9,4.94,4.85,4.97,4.92,4.86,4.84,f,1,0,1,0,0.43942157557930484
55,1076634,2011-07-15,within a day,50%,0%,f,Kimmage,1,1,"['email', 'phone']",t,t,"Dublin, Ireland",Dublin City,53.31546,-6.3119,Private room in townhouse,Private room,2,1.5 shared baths,1.0,1.0,"[""Oven"", ""Outdoor furniture"", ""Hangers"", ""Indoor fireplace"", ""Kitchen"", ""Cooking basics"", ""Breakfast"", ""Microwave"", ""Shared patio or balcony"", ""Gym"", ""Private fenced garden or backyard"", ""TV with standard cable"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""Hot water"", ""Lock on bedroom door"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Cable TV"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Wifi"", ""Smoke alarm"", ""Outdoor dining area"", ""Extra pillows and blankets""]",$75.00,5,22,5,5,22,22,5.0,22.0,t,0,10,40,315,2022-09-12,50,0,0,2013-08-15,2019-05-11,4.64,4.69,4.58,4.77,4.88,4.49,4.61,f,1,0,1,0,0.348004659652289
56,1086416,2013-04-17,within an hour,100%,79%,f,Stoneybatter/Arbour Hill,1,1,"['email', 'phone']",t,t,"Dublin, Ireland",Dublin City,53.35846,-6.27528,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Oven"", ""Hangers"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Host greets you"", ""Microwave"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""Hot water"", ""TV"", ""Hair dryer"", ""Iron"", ""Shampoo"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Wifi"", ""Smoke alarm"", ""Stove""]",$106.00,3,7,3,3,7,7,3.0,7.0,t,0,0,4,4,2022-09-12,240,10,1,2013-05-20,2022-08-23,4.86,4.93,4.93,4.93,4.97,4.57,4.76,f,1,1,0,0,0.36773239434556243
57,1173029,2012-09-02,within an hour,100%,96%,t,Stoneybatter/Arbour Hill,1,4,"['email', 'phone']",t,t,"Dublin, Ireland",Dublin City,53.35107,-6.27992,Entire home,Entire home/apt,4,2 baths,2.0,2.0,"[""Fire extinguisher"", ""Hangers"", ""Long term stays allowed"", ""Table corner guards"", ""Carbon monoxide alarm"", ""Kitchen"", ""Host greets you"", ""High chair"", ""Crib"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""Dishes and silverware"", ""First aid kit"", ""Backyard"", ""Hot water"", ""TV"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Bathtub"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""Bed linens"", ""Wifi"", ""Private patio or balcony"", ""Smoke alarm"", ""Room-darkening shades"", ""Baby safety gates"", ""Baby bath"", ""Extra pillows and blankets""]",$271.00,3,30,3,3,1125,1125,3.0,1125.0,t,10,16,44,44,2022-09-12,329,22,5,2015-06-16,2022-09-04,4.83,4.85,4.82,4.89,4.9,4.74,4.78,f,1,1,0,0,0.4077179772123742
58,1184087,2013-05-20,within an hour,100%,60%,f,Ballyfermot,8,9,['phone'],t,t,"Dublin, Ireland",Dublin City,53.34567,-6.34929,Entire home,Entire home/apt,9,4 baths,5.0,5.0,"[""Hot water kettle"", ""Fire extinguisher"", ""Dryer"", ""Miele stainless steel oven"", ""Dining table"", ""Hangers"", ""Board games"", ""Outdoor furniture"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Game console: PS4"", ""Cooking basics"", ""Laundromat nearby"", ""Microwave"", ""High chair"", ""Crib"", ""Patio or balcony"", ""Central heating"", ""Mini fridge"", ""Fire pit"", ""Pack \u2019n play/Travel crib"", ""Barbecue utensils"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Alexa sound system"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Cleaning products"", ""Baking sheet"", ""42\"" TV with Netflix, standard cable"", ""Hot water"", ""Shower gel"", ""Backyard"", ""Children\u2019s books and toys"", ""Free parking on premises"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Freezer"", ""Electric stove"", ""Bread maker"", ""Free street parking"", ""Bathtub"", ""Cable TV"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Conditioner"", ""Body soap"", ""Bed linens"", ""Toaster"", ""Wifi"", ""BBQ grill"", ""Lockbox"", ""Smoke alarm"", ""Outdoor dining area"", ""Wine glasses"", ""Baby safety gates"", ""Extra pillows and blankets""]",$336.00,5,1125,5,5,1125,1125,5.0,1125.0,t,0,0,0,0,2022-09-12,18,1,1,2013-07-06,2022-08-14,4.89,4.83,4.61,4.89,4.94,4.67,4.78,f,8,2,6,0,0.392689100075796
59,1207950,2013-05-27,within a day,100%,74%,f,Dundrum,1,2,"['email', 'phone', 'work_email']",t,t,"Ballinteer, Dublin, Ireland",Dn Laoghaire-Rathdown,53.28341,-6.24498,Entire home,Entire home/apt,8,3 baths,4.0,4.0,"[""Oven"", ""Hot water kettle"", ""Fire extinguisher"", ""Dryer"", ""Outdoor furniture"", ""Dining table"", ""Hangers"", ""Indoor fireplace"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Host greets you"", ""Microwave"", ""High chair"", ""Crib"", ""Private fenced garden or backyard"", ""HDTV with Netflix, premium cable, Roku, standard cable"", ""Mini fridge"", ""Clothing storage: closet and dresser"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Barbecue utensils"", ""Dedicated workspace"", ""Cleaning products"", ""Hot water"", ""Free parking on premises"", ""Shower gel"", ""Children\u2019s books and toys"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Sound system"", ""Freezer"", ""Bathtub"", ""Cable TV"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Conditioner"", ""Body soap"", ""Bed linens"", ""Toaster"", ""Children\u2019s dinnerware"", ""Wifi"", ""BBQ grill"", ""Private patio or balcony"", ""Smoke alarm"", ""Outdoor dining area"", ""Stove"", ""Piano"", ""Wine glasses"", ""Baby bath"", ""Extra pillows and blankets""]",$270.00,5,28,5,5,28,28,5.0,28.0,t,2,3,3,132,2022-09-12,72,10,3,2013-07-29,2022-09-08,4.93,4.99,4.97,4.97,5.0,4.84,4.91,f,1,1,0,0,0.3836721943216981
62,1276002,2013-06-16,within a day,90%,30%,f,East Wall,1,1,"['email', 'phone']",t,t,"Dublin, Ireland",Dublin City,53.35176,-6.23248,Entire townhouse,Entire home/apt,5,1.5 baths,3.0,3.0,"[""Oven"", ""Fire extinguisher"", ""Hangers"", ""Indoor fireplace"", ""Free dryer \u2013 In unit"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""High chair"", ""Crib"", ""Private fenced garden or backyard"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""Dishes and silverware"", ""Baby monitor"", ""Dedicated workspace"", ""Hot water"", ""Free parking on premises"", ""Children\u2019s books and toys"", ""TV"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Free street parking"", ""Shampoo"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Bed linens"", ""Children\u2019s dinnerware"", ""Wifi"", ""Private patio or balcony"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Extra pillows and blankets""]",$593.00,2,365,2,2,365,365,2.0,365.0,t,11,34,64,337,2022-09-12,70,8,3,2014-01-02,2022-09-11,4.87,4.9,4.85,4.92,4.99,4.4,4.73,f,1,1,0,0,0.4029856590172235
64,1341478,2011-02-24,within an hour,100%,88%,t,Cabra,4,4,"['email', 'phone', 'work_email']",t,f,"Dublin, Ireland",Dublin City,53.3525,-6.29794,Private room in home,Private room,3,1 private bath,1.0,2.0,"[""Fire extinguisher"", ""Hangers"", ""Indoor fireplace"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Heating"", ""Hot water"", ""Lock on bedroom door"", ""Hair dryer"", ""Single level home"", ""Iron"", ""Free street parking"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Bed linens"", ""Lockbox"", ""Wifi"", ""Smoke alarm"", ""Extra pillows and blankets""]",$141.00,3,150,3,3,150,150,3.0,150.0,t,0,0,0,0,2022-09-12,138,25,5,2015-06-04,2022-08-26,4.59,4.74,4.38,4.92,4.95,4.63,4.62,f,3,2,1,0,0.41275987541461356
65,1364560,2013-06-18,within an hour,100%,93%,f,Rialto,1,2,"['email', 'phone']",t,t,"Dublin, Ireland",Dublin City,53.33677,-6.28899,Private room in home,Private room,2,1 shared bath,1.0,1.0,"[""Hot water kettle"", ""Fire extinguisher"", ""Outdoor furniture"", ""Dining table"", ""Hangers"", ""Board games"", ""Indoor fireplace"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Host greets you"", ""Breakfast"", ""Microwave"", ""Private fenced garden or backyard"", ""Clothing storage: closet"", ""Fireplace guards"", ""Heating"", ""Dishes and silverware"", ""First aid kit"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Cleaning products"", ""Hot water"", ""Free parking on premises"", ""Shower gel"", ""TV"", ""Lock on bedroom door"", ""Hair dryer"", ""Dishwasher"", ""Freezer"", ""Free street parking"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Conditioner"", ""Body soap"", ""Bed linens"", ""Toaster"", ""Wifi"", ""Smoke alarm"", ""Outdoor dining area"", ""Wine glasses"", ""Extra pillows and blankets""]",$90.00,3,4,3,3,4,4,3.0,4.0,t,0,0,0,0,2022-09-12,140,10,3,2013-08-12,2022-09-05,4.72,4.87,4.88,4.92,4.96,4.4,4.61,f,1,0,1,0,0.38952142589838684
67,1411019,2011-07-01,within an hour,100%,96%,f,North City Central/O'Connell Street,5,5,"['email', 'phone', 'work_email']",t,t,"Dublin, Ireland",Dublin City,53.34722,-6.26918,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,"[""Oven"", ""Hot water kettle"", ""Dryer"", ""Outdoor furniture"", ""Dining table"", ""Hangers"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Shared patio or balcony"", ""TV with standard cable"", ""Clothing storage: closet and dresser"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Cleaning products"", ""Baking sheet"", ""Hot water"", ""Lock on bedroom door"", ""Hair dryer"", ""Iron"", ""Freezer"", ""Cable TV"", ""Shampoo"", ""Luggage dropoff allowed"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Conditioner"", ""Bed linens"", ""Toaster"", ""Wifi"", ""Lockbox"", ""Smoke alarm"", ""Room-darkening shades"", ""Outdoor dining area"", ""Stove"", ""Paid parking off premises"", ""Love body soap""]",$95.00,2,14,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,2022-09-12,237,8,0,2016-03-20,2022-02-06,4.78,4.89,4.58,4.85,4.89,4.94,4.7,t,3,1,2,0,0.4450700585236798
70,1466234,2013-04-15,within an hour,100%,96%,f,Crumlin,1,1,"['email', 'phone']",t,t,"Dublin, Ireland",Dublin City,53.32894,-6.30413,Private room in home,Private room,1,1.5 shared baths,1.0,1.0,"[""Hot water kettle"", ""Outdoor furniture"", ""Dining table"", ""Hangers"", ""Long term stays allowed"", ""Laundromat nearby"", ""Host greets you"", ""Breakfast"", ""Clothing storage"", ""Private fenced garden or backyard"", ""Central heating"", ""Varied conditioner"", ""Dishes and silverware"", ""Dedicated workspace"", ""Cleaning products"", ""Hot water"", ""Shower gel"", ""Lock on bedroom door"", ""Hair dryer"", ""Shampoo"", ""Luggage dropoff allowed"", ""Essentials"", ""Body soap"", ""Bed linens"", ""Wifi"", ""Smoke alarm"", ""Room-darkening shades"", ""Outdoor dining area"", ""Extra pillows and blankets""]",$40.00,4,150,4,4,1125,1125,4.0,1125.0,t,5,19,34,248,2022-09-12,141,13,3,2013-08-19,2022-09-09,4.73,4.86,4.63,4.89,4.78,4.51,4.73,t,1,0,1,0,0.36339480559080145
72,1501767,2012-03-07,within an hour,100%,90%,t,Bray Commons,2,7,"['email', 'phone']",t,t,"Bray, Wicklow, Ireland",Dn Laoghaire-Rathdown,53.20449,-6.11278,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,"[""Oven"", ""Fire extinguisher"", ""Dryer"", ""Hangers"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Host greets you"", ""Microwave"", ""TV with standard cable"", ""Ethernet connection"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Hot water"", ""Free parking on premises"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Cable TV"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Wifi"", ""Smoke alarm"", ""Stove"", ""Extra pillows and blankets""]",$59.00,2,1125,2,5,1125,1125,2.0,1125.0,t,1,1,1,1,2022-09-12,61,3,1,2013-09-10,2022-08-25,4.64,4.84,4.61,4.87,4.92,4.82,4.7,f,2,0,2,0,0.3940259715207637
73,1518845,2013-08-12,within an hour,100%,40%,f,Clontarf,2,2,"['email', 'phone']",t,t,"Dollymount, Dublin, Ireland",Dublin City,53.3642,-6.18274,Private room in home,Private room,1,1.5 shared baths,1.0,1.0,"[""Oven"", ""Fire extinguisher"", ""Outdoor furniture"", ""Hangers"", ""Indoor fireplace"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Host greets you"", ""Microwave"", ""Shared patio or balcony"", ""TV with standard cable"", ""Ethernet connection"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Backyard"", ""Hot water"", ""Free dryer \u2013 In building"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Free street parking"", ""Cable TV"", ""Shampoo"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Wifi"", ""Smoke alarm"", ""Room-darkening shades"", ""Outdoor dining area"", ""Extra pillows and blankets""]",$800.00,5,21,5,5,21,21,5.0,21.0,t,0,0,0,0,2022-09-12,58,0,0,2013-08-19,2017-11-01,4.84,4.93,4.65,4.93,4.89,4.64,4.76,f,2,1,1,0,0.43697843075194803
74,1520036,2013-06-18,a few days or more,20%,1%,f,Old City,1,2,"['email', 'phone', 'work_email']",t,t,"Dublin, Ireland",Dublin City,53.34484,-6.27976,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,"[""Coffee maker"", ""Refrigerator"", ""Wifi"", ""Free dryer \u2013 In unit"", ""Free washer \u2013 In unit"", ""Heating"", ""Dishes and silverware"", ""Kitchen"", ""Backyard"", ""Cooking basics"", ""Dedicated workspace"", ""Elevator"", ""Long term stays allowed"", ""Cable TV"", ""HDTV with Apple TV, Netflix, standard cable"", ""Patio or balcony""]",$350.00,7,31,7,7,31,31,7.0,31.0,t,7,23,45,46,2022-09-11,51,1,1,2013-09-30,2022-08-28,4.56,4.67,4.24,4.65,4.65,4.7,4.46,f,1,1,0,0,0.34560923265111904
75,1556554,2011-10-10,within an hour,100%,100%,t,The Liberties,2,2,"['email', 'phone']",t,t,"Dublin, Ireland",Dublin City,53.3369,-6.2836,Entire home,Entire home/apt,5,2 baths,3.0,3.0,"[""Oven"", ""Hot water kettle"", ""Dryer"", ""Outdoor furniture"", ""Dining table"", ""Hangers"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Laundromat nearby"", ""Cooking basics"", ""Microwave"", ""High chair"", ""Crib"", ""Nespresso machine"", ""TV with standard cable"", ""Window guards"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""Backyard"", ""Hot water"", ""Free parking on premises"", ""Children\u2019s books and toys"", ""Changing table"", ""Hair dryer"", ""Babysitter recommendations"", ""Iron"", ""Dishwasher"", ""Freezer"", ""Free street parking"", ""Bathtub"", ""Cable TV"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""BBQ grill"", ""Bed linens"", ""Lockbox"", ""Wifi"", ""Private patio or balcony"", ""Smoke alarm"", ""Room-darkening shades"", ""Outdoor dining area"", ""Stove"", ""Wine glasses"", ""Baby bath""]",$294.00,3,1125,4,7,1125,1125,4.2,1125.0,t,0,1,1,1,2022-09-12,19,6,1,2016-08-10,2022-08-15,4.89,5.0,5.0,5.0,5.0,4.56,4.72,f,1,1,0,0,0.39228249330035053
76,1559929,2012-10-03,within a few hours,100%,90%,t,Portobello,2,3,"['email', 'phone']",t,t,"Dublin, Ireland",Dublin City,53.33514,-6.26772,Private room in home,Private room,1,1 bath,1.0,1.0,"[""Wifi"", ""Kitchen"", ""Breakfast"", ""Heating""]",$85.00,2,4,2,2,4,4,2.0,4.0,t,0,1,1,81,2022-09-12,60,7,0,2013-11-02,2022-04-28,4.92,4.93,4.95,4.93,4.95,4.92,4.95,f,2,0,2,0,0.4273904908573801
78,1600779,2012-10-03,within a few hours,100%,90%,t,Portobello,2,3,"['email', 'phone']",t,t,"Dublin, Ireland",Dublin City,53.33511,-6.26875,Private room in townhouse,Private room,2,1 shared bath,1.0,1.0,"[""Essentials"", ""Wifi"", ""Hair dryer"", ""Heating"", ""Breakfast""]",$110.00,2,4,2,2,4,4,2.0,4.0,t,0,0,3,84,2022-09-11,73,3,0,2014-02-03,2022-06-04,4.9,4.89,4.86,4.94,4.96,4.88,4.79,f,2,0,2,0,0.40927168378139617
83,1797712,2013-05-10,within an hour,100%,93%,f,Clontarf,1,3,"['email', 'phone']",t,t,"Clontarf, Dublin, Ireland",Dublin City,53.36275,-6.21449,Private room in home,Private room,2,1 bath,1.0,2.0,"[""Hot water kettle"", ""Fire extinguisher"", ""Hangers"", ""Indoor fireplace"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Microwave"", ""Private fenced garden or backyard"", ""Mini fridge"", ""Clothing storage: closet and dresser"", ""Heating"", ""Dishes and silverware"", ""First aid kit"", ""Cleaning products"", ""Hot water"", ""Shower gel"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Shampoo"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Bed linens"", ""Wifi"", ""Smoke alarm"", ""Room-darkening shades"", ""Waterfront"", ""Wine glasses"", ""Extra pillows and blankets""]",$86.00,2,1125,2,2,1125,1125,2.0,1125.0,t,3,6,9,9,2022-09-11,67,3,3,2014-05-24,2022-09-04,4.88,4.84,4.87,4.96,4.99,4.79,4.84,f,1,0,1,0,0.41261409616027916
